m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,ticks
16.628658,-35.855232,-49.71506,-30.116892,-1.773876,-0.3334956,0.09288797,16.767937,35.18113,-17.02443,10.968693,0.10548146,-0.4117239,-0.44878507,14.241744,39.992783,48.296135,-40.04084,-0.4537568,1.8861271,-0.49874353,9056
18.446304,-47.189514,32.798195,-38.20265,-1.7571077,0.34390545,0.5283467,12.455531,22.761795,-34.16431,-13.212269,1.341897,-1.784276,0.24727392,14.599118,0.099163055,-32.05579,-35.452145,-0.78653216,1.3178481,-0.95304745,6328
21.092627,-26.126177,14.571571,-6.3872414,-0.68823785,0.5063741,0.6463219,10.79348,19.688927,13.601963,20.30159,-0.094498284,0.22733967,-0.11210586,10.065513,-3.6138344,-28.019053,-41.17389,1.4168701,1.9027368,-0.7430705,3586
23.713219,-0.39831543,20.541763,-41.148693,0.1646854,-0.21209924,-0.16485766,11.219215,40.356155,27.553268,-8.376377,-0.2154967,-0.10195858,0.46634743,12.837133,-41.651978,-48.820835,11.607952,-0.9023796,-0.24911462,1.0282289,3633
19.533182,-10.479145,-0.6253357,-42.732185,1.5522141,-3.2889242,1.1840134,27.770412,-0.5009537,29.13269,-40.532265,1.9792204,2.9086866,2.702177,22.202646,-33.987522,31.510262,-7.300358,2.5095026,0.8767125,-2.358281,76
18.31398,34.174576,7.9331703,-3.3294907,1.1335654,1.4710426,1.6220288,12.908448,-2.0512047,31.09845,42.96528,-1.4492875,-1.7160934,-0.0043224585,11.010896,17.892487,-38.123173,-8.063145,-1.0740077,-0.43775004,1.0194099,1886
28.769794,-17.93998,18.567673,-1.2312279,0.66434574,-0.9035979,0.5251834,21.11919,46.62744,-45.704376,-16.710793,0.16109796,-1.1088463,1.2284168,21.591415,-33.269913,-5.177082,48.12883,1.0051844,0.7671816,-1.5644892,319
12.900867,41.35125,-44.339844,-36.748005,-0.21483326,-3.0322862,2.0860472,26.206429,13.237427,-29.478657,-13.621967,-2.412293,1.6200404,-0.9695196,15.104151,3.3747597,17.611656,29.131165,2.8348713,0.08366203,1.3262444,50
18.772165,-0.36684418,22.259232,48.35411,-1.4077873,-2.4704714,2.1569128,26.075378,-46.51665,-12.526798,39.827522,-0.28430176,-0.35296628,0.30859643,19.74334,-6.7301636,-26.560242,29.447792,-1.7852165,-1.3643805,-1.7241561,2014
25.795769,22.345581,-24.020481,24.78048,2.0785599,-1.4347343,-2.067411,17.708735,16.369102,15.527794,48.259834,0.232146,-0.22337236,0.14986701,23.662994,-27.608818,-11.888248,-31.718122,-0.17764668,-0.079281144,0.33270383,10000
15.567249,-24.064476,-17.785091,-44.067127,-0.047620922,0.15408403,0.32151556,26.265287,-34.185772,9.363544,0.46340942,0.871403,-1.0747395,-0.8607609,17.947023,-13.198311,-37.329697,44.39058,0.54565233,-0.530829,0.8194029,425
